review_id,product_handle,product_id,author,email,rating,title,body,image_url,video_url,verified,date,country
126,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-03,
127,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-10,
128,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-12,
129,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-10,
130,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-11,
131,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-26,
132,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-02,
133,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-04,
134,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-23,
135,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-09,
136,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-15,
137,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-25,
138,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-25,
139,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-13,
140,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-18,
141,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-27,
142,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-08,
143,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-27,
144,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-19,
145,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-16,
146,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-21,
147,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-06,
148,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-17,
149,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-07,
150,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-06,
151,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-22,
152,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-23,
153,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-02,
154,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-24,
155,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-22,
156,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-04,
157,top gainant,1005011856331052,Acheteur AliExpress,,3,,,,,true,2026-03-06,
158,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-16,
159,top gainant,1005011856331052,Q***H,,5,,,,,true,2026-05-02,
160,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-15,
161,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-10,
162,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-27,
163,top gainant,1005011856331052,Q***C,,5,,,,,true,2026-03-14,
164,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-05,
165,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-12,
166,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-15,
167,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-09,
168,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-17,
169,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-15,
170,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-24,
171,top gainant,1005011856331052,d***I,,5,,,,,true,2026-04-26,
172,top gainant,1005011856331052,l***k,,5,,,,,true,2026-04-05,
173,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-27,
174,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-08,
175,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-02,
176,top gainant,1005011856331052,E***l,,5,,,,,true,2026-04-28,
177,top gainant,1005011856331052,F***R,,5,,,,,true,2026-04-16,
178,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-15,
179,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-14,
180,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-05,
181,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-19,
182,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-06,
183,top gainant,1005011856331052,m***m,,4,,,,,true,2026-05-03,
184,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-08,
185,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-29,
186,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-10,
187,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-08,
188,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-14,
189,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-03,
190,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-29,
191,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-11,
192,top gainant,1005011856331052,L***e,,5,,,,,true,2026-03-13,
193,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-11,
194,top gainant,1005011856331052,V***a,,5,,,,,true,2026-05-03,
195,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-23,
196,top gainant,1005011856331052,g***t,,5,,,,,true,2026-04-12,
197,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-18,
198,top gainant,1005011856331052,t***z,,5,,,,,true,2026-04-12,
199,top gainant,1005011856331052,V***G,,5,,,,,true,2026-03-13,
200,top gainant,1005011856331052,Y***U,,5,,,,,true,2026-03-22,
201,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-07,
202,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-05,
203,top gainant,1005011856331052,S***B,,5,,,,,true,2026-04-23,
204,top gainant,1005011856331052,x***z,,4,,,,,true,2026-03-05,
205,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-05,
206,top gainant,1005011856331052,z***j,,4,,,,,true,2026-03-07,
207,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-21,
208,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-09,
209,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-25,
210,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-29,
211,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-25,
212,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-26,
213,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-01,
214,top gainant,1005011856331052,Д***а,,5,,,,,true,2026-05-06,
215,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-10,
216,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-27,
217,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-14,
218,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-14,
219,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-15,
220,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-09,
221,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-03,
222,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-01,
223,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-16,
224,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-03,
225,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-09,
226,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-18,
227,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-30,
228,top gainant,1005011856331052,К***а,,5,,,,,true,2026-04-20,
229,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-07,
230,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-31,
231,top gainant,1005011856331052,Б***а,,4,,,,,true,2026-05-07,
232,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-01,
233,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-02,
234,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-03,
235,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-31,
236,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-07,
237,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-09,
238,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-10,
239,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-13,
240,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-14,
241,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-15,
242,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-16,
243,top gainant,1005011856331052,b***i,,5,,,,,true,2026-05-08,
244,top gainant,1005011856331052,X***z,,5,,,,,true,2026-05-14,
245,top gainant,1005011856331052,v***r,,5,,,,,true,2026-05-15,
246,top gainant,1005011856331052,Acheteur AliExpress,,1,,,,,true,2026-05-10,
247,top gainant,1005011856331052,B***a,,4,,,,,true,2026-05-05,
248,top gainant,1005011856331052,Acheteur AliExpress,,3,,,,,true,2026-04-30,
249,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-26,
250,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-14,
251,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-16,
252,top gainant,1005011856331052,M***a,,5,,,,,true,2026-05-08,
253,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-16,
254,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-15,
255,top gainant,1005011856331052,Т***а,,4,,,,,true,2026-04-18,
256,top gainant,1005011856331052,4***r,,5,,,,,true,2026-05-06,
257,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-03,
258,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-09,
259,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-13,
260,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-17,
261,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-10,
262,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-14,
263,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-15,
264,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-16,
265,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-18,
266,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-20,
267,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-21,
268,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-22,
269,top gainant,1005011856331052,N***a,,5,,,,,true,2026-04-21,
270,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-24,
271,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-28,
272,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-29,
273,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-27,
274,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-23,
275,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-30,
276,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-05,
277,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-06,
278,top gainant,1005011856331052,s***h,,4,,,,,true,2026-05-06,
279,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-08,
280,top gainant,1005011856331052,z***a,,5,,,,,true,2026-05-13,
281,top gainant,1005011856331052,T***n,,5,,,,,true,2026-05-15,
282,top gainant,1005011856331052,3***r,,4,,,,,true,2026-04-24,
283,top gainant,1005011856331052,L***r,,4,,,,,true,2026-04-22,
284,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-13,
285,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-11,
286,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-13,
287,top gainant,1005011856331052,e***o,,4,,,,,true,2026-05-06,
288,top gainant,1005011856331052,c***a,,5,,,,,true,2026-05-06,
289,top gainant,1005011856331052,v***e,,5,,,,,true,2026-05-06,
290,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-01,
291,top gainant,1005011856331052,m***a,,5,,,,,true,2026-03-21,
292,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-21,
293,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-24,
294,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-10,
295,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-09,
296,top gainant,1005011856331052,l***e,,5,,,,,true,2026-05-03,
297,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-30,
298,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-06,
299,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-28,
300,top gainant,1005011856331052,n***i,,5,,,,,true,2026-03-13,
301,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-23,
302,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-07,
303,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-12,
304,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-07,
305,top gainant,1005011856331052,k***a,,4,,,,,true,2026-04-14,
306,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-19,
307,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-02,
308,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-29,
309,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-20,
310,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-25,
311,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-08,
312,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-11,
313,top gainant,1005011856331052,p***a,,5,,,,,true,2026-03-20,
314,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-13,
315,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-11,
316,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-23,
317,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-13,
318,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-13,
319,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-02,
320,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-28,
321,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-13,
322,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-08,
323,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-03,
324,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-09,
325,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-10,
326,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-22,
327,top gainant,1005011856331052,t***n,,5,,,,,true,2026-04-07,
328,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-08,
329,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-29,
330,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-27,
331,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-06,
332,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-21,
333,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-30,
334,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-25,
335,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-22,
336,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-14,
337,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-25,
338,top gainant,1005011856331052,v***e,,5,,,,,true,2026-04-11,
339,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-26,
